Identifier,rr,nt1,ft1,nt2,ft2,na1,fa1
Responsive,1.368701671,470.628438,373.4081643,2695.724891,2479.558482,68.26969341,69.23109814
Responsive,0.892115959,505.8150633,374.4873756,2758.912443,2597.509785,65.98957942,63.65906915
Responsive,1.431008642,420.5583058,393.8510312,2756.575563,2624.574067,65.60453154,63.17316136
Responsive,1.37735496,540.8011162,347.0874656,2568.550297,2602.823415,70.03751008,69.47170225
Responsive,1.00764682,519.3360721,410.816528,2871.958507,2707.666035,73.22383604,73.22738983
Responsive,-0.189149111,459.8213685,337.6881404,2649.94101,2422.230076,65.08983046,67.02136293
Responsive,1.218899241,612.3024838,336.3777205,2655.274315,2573.808364,68.90968972,65.60675319
Responsive,1.359368193,426.2571238,371.1179819,2944.111073,2688.640046,67.01359785,68.00454162
Responsive,0.761142283,470.178404,351.3562483,3031.588499,2530.314397,69.20335728,70.95675413
Responsive,1.571755221,467.4100321,288.8047457,2425.073462,2668.750694,69.17994102,67.35315858
Responsive,1.0569346,460.2950335,373.6350143,2742.765158,2490.436621,69.33642003,66.388203
Responsive,0.801741467,465.4400418,354.6956985,2641.38395,2474.003252,71.94813437,73.75633666
Responsive,1.175870113,455.357654,331.6791766,2812.683995,2364.88201,71.14037487,68.68642463
Responsive,1.049662331,461.8134744,336.5876735,2960.984491,2577.107784,61.34510044,75.80801015
Responsive,1.247908911,563.1545105,371.8060633,2708.682028,2668.86373,67.72565739,68.36893137
Responsive,0.824580563,510.7493027,330.2677049,2631.091063,2562.093825,69.21369653,67.93027017
Responsive,1.912951547,529.9845258,411.8579737,2455.751052,2508.426275,69.82459378,69.73534563
Responsive,0.505035637,476.4933556,316.3017503,2763.182323,2621.722809,65.85586773,65.37416423
Responsive,1.540449863,541.751782,351.9916826,2789.08589,2467.375339,68.72320357,75.3121027
Responsive,0.973723303,475.5551376,373.776879,2786.869829,2656.270038,72.61148339,66.69275161
Responsive,1.091884437,488.9148146,409.0363369,2539.074529,2728.897147,72.05763968,65.66643543
Responsive,1.006808905,581.2190513,413.911266,2820.434184,2656.259656,69.49179112,66.36491973
Responsive,1.81635822,497.0186343,379.9148241,3185.726214,2498.648373,67.40487247,70.79960336
Responsive,0.923690552,500.4729392,381.8809668,2733.423584,2559.313683,67.54076042,81.84023199
Responsive,0.995173702,454.8184656,291.1998835,2477.972885,2445.689089,65.84876292,73.03480366
Responsive,0.896800432,504.2462405,390.9755917,2836.486511,2704.398933,71.40242655,69.27529671
Responsive,1.116454643,578.0365477,370.7818895,2523.844831,2368.671639,67.90851111,66.44616119
Responsive,0.905302427,446.2829416,364.390383,2722.660338,2582.453655,71.36267401,66.27364513
Responsive,1.020415294,435.8646547,354.4388338,2796.054745,2626.588015,69.4321839,66.39986495
Responsive,0.764251871,565.5149029,397.6041594,2769.474806,2450.226503,72.28199059,73.67509995
Responsive,0.763848408,563.5459676,387.0048128,2760.11898,2558.586723,66.9104771,64.10111741
Responsive,0.656181728,553.4479253,319.0511628,2947.861548,2503.518131,64.40189327,63.37460125
Responsive,0.306144664,617.8123363,382.219499,2784.766385,2600.897463,65.35141181,71.96998241
Responsive,0.416116452,445.5102811,320.2523042,2692.425341,2691.29059,71.58860848,70.17825797
Responsive,1.352674051,443.1384939,352.2238273,2651.765278,2519.421532,76.35000852,71.06833961
Responsive,1.596487294,494.6262766,336.6445134,2625.389002,2593.993573,65.87594198,63.1984235
Responsive,0.947806284,454.8485698,388.3560527,2677.726302,2495.914157,70.72076092,65.96106749
Responsive,0.42983995,510.8223177,368.3678687,2908.885431,2634.440897,68.69371055,72.16990592
Responsive,0.815780349,529.420601,360.7178549,2501.817429,2657.468791,72.53611431,73.72491152
Responsive,1.170271965,434.1288212,327.3543845,2907.898436,2721.243092,67.32733865,76.11490412
Responsive,1.374435977,486.905575,371.1851023,2722.301761,2547.658844,70.73528904,66.31338158
Responsive,0.913112413,518.5728242,282.7005162,2696.657759,2434.277064,67.66594385,62.43302996
Responsive,0.957421117,466.529373,395.1204861,2821.827837,2467.845743,66.57052543,67.58694247
Responsive,0.791145444,542.3908527,389.5789533,2710.847763,2512.529171,73.97645169,67.75463611
Responsive,0.825934991,483.6621721,369.069896,2934.017643,2548.642848,70.36427024,69.69076949
Responsive,0.708438755,468.3998066,306.2219816,2577.568254,2623.909277,71.08968693,70.74385567
Responsive,0.559917106,513.2987077,350.9571608,2656.780366,2501.079323,67.20316565,57.25119733
Responsive,0.935658528,445.1461573,370.2488237,2791.000461,2614.524563,69.28198551,62.36386851
Responsive,0.466842573,521.4750431,306.8280897,2754.188417,2571.78412,73.28893021,64.63749319
Responsive,0.999783273,449.9654292,343.8044035,2477.505347,2509.283187,69.92009034,68.31531893
Responsive,0.563665184,645.9478177,332.4412535,2908.923893,2661.103499,67.21893475,67.0971788
Responsive,1.051183871,476.0159653,332.1309256,2733.681498,2291.081691,67.67223745,76.71040322
Responsive,1.064624063,471.5249684,360.5046295,2907.736178,2649.123088,66.47549116,64.32456341
Responsive,1.037205756,494.8936293,328.192544,2750.510161,2595.295656,68.43479501,61.54735864
Responsive,0.102773078,428.1453595,312.2447753,2686.08279,2363.396202,65.82680939,70.51320813
Responsive,1.190463599,471.3693074,451.4223433,2855.871567,2481.325762,73.91234078,66.89671188
Responsive,0.409348005,454.5281663,379.0618965,2583.615699,2466.859988,70.58411268,67.97953155
Responsive,1.50114677,491.8680481,391.6690682,2860.07201,2641.967599,67.84515263,74.61348212
Responsive,0.367352637,425.4421475,354.830413,2700.710419,2671.510601,68.98650088,74.11166609
Responsive,0.816230459,465.5695151,322.802041,2836.347842,2441.024149,68.60441678,69.01454987
Responsive,0.661873837,450.5307047,404.0679687,2638.062372,2483.483735,74.14193778,68.75019134
Responsive,0.536583356,489.1343059,315.5451351,2709.047712,2534.854662,65.91883365,67.87419229
Responsive,1.091644717,471.0805321,345.5833817,2841.972115,2416.782595,67.54368442,70.20199084
Responsive,1.435082496,531.4725428,343.5376071,2831.014782,2494.509461,66.24139085,70.15460011
Responsive,1.083988655,623.0244142,330.2275585,2675.46858,2529.341112,65.91639225,69.76409381
Responsive,0.720979898,466.6302809,340.4877765,2769.618333,2428.043244,70.60183953,66.15841096
Responsive,1.096384758,464.1848482,380.7915098,2459.716293,2464.700187,68.66630861,68.71620337
Responsive,1.180363648,483.1144049,334.1545372,2678.56802,2550.017556,70.08078519,64.39611884
Responsive,0.870381028,599.8534086,376.9118946,2985.435588,2470.729579,72.82244234,67.27829051
Responsive,1.013107109,479.7780468,436.3603125,2757.962448,2481.406431,71.00824854,67.64244514
Responsive,1.528812282,416.9388229,393.4951622,2733.07965,2558.852356,71.22203117,65.24572173
Responsive,0.975341489,392.6750318,377.0759498,2681.74899,2550.184972,64.07683497,72.93740915
Responsive,0.742736736,491.6317841,389.3524091,2842.612783,2591.227339,68.00787412,65.93553499
Responsive,0.757485492,480.2841425,334.9987437,2738.700178,2563.942279,70.42862129,70.9379849
Responsive,0.085406365,399.0140188,355.2006919,2508.731294,2471.312964,65.88556748,72.89461514
Responsive,1.043543759,491.0846194,407.2845299,2946.902947,2579.276345,72.67775778,75.37123919
Responsive,1.201625961,431.5713782,358.8367603,2889.00385,2733.804928,69.27825912,66.02048913
Responsive,0.856509453,567.7266988,277.94505,2533.078903,2526.792215,67.34099249,70.00094653
Responsive,0.605418551,577.2008058,373.3326413,2940.539906,2371.020915,72.11568124,73.99477289
Responsive,1.091926958,609.4532295,380.3882848,2474.770056,2484.43628,68.96344046,67.16838103
Responsive,1.481309448,553.1735499,360.0413712,2608.248455,2570.202972,72.45192167,69.75133428
Responsive,0.59487563,468.3272655,330.3236368,2479.102824,2670.504884,71.86300611,71.28379977
Responsive,1.59662552,536.2899639,334.0445303,2975.670311,2556.042938,72.31754564,71.16118082
Responsive,0.628744255,499.5932929,336.6987542,2893.471922,2621.207758,68.77078376,60.71320813
Responsive,0.809268063,448.3078063,331.4456053,2611.252243,2534.652584,72.04990815,58.44593641
Responsive,0.913002181,459.4692687,360.8972498,2631.124767,2617.810126,66.43621442,72.41347429
Responsive,0.95494118,541.1001502,298.0423359,2821.987744,2425.275224,63.81098141,72.68734444
Responsive,1.212003552,510.3901552,280.5485022,2733.431455,2558.836355,72.30464617,76.79870431
Responsive,1.231018281,468.4688828,381.8107373,2686.996639,2675.849498,64.86412375,68.43222605
Responsive,1.022080647,540.5732707,331.2435978,2521.354355,2649.637225,71.10366388,62.37802093
Responsive,1.105658677,494.7165394,391.1011825,2823.462623,2462.679297,68.02960346,75.66891785
Responsive,1.27209116,480.4135893,404.4700324,2867.93489,2456.842698,71.20095424,69.21820881
Responsive,1.358243916,434.3765428,335.3623902,2792.700549,2513.143926,77.30060247,72.2819225
Responsive,1.584073454,488.1917518,321.9358932,2576.830545,2525.775299,69.9923135,67.86214874
Responsive,0.648115285,583.7762877,414.040715,2588.978514,2644.118219,67.10805615,70.56031949
Responsive,0.514634381,530.810373,369.7150729,2743.978047,2456.29019,68.96053309,69.49892647
Responsive,1.141833925,465.2843457,326.8313346,2676.041721,2652.146065,70.72660815,66.79792282
Responsive,1.677516548,370.2947006,382.6336274,2607.77658,2626.875132,67.29469764,60.91445999
Responsive,0.971383462,488.2446491,428.4854818,2761.677728,2561.98211,67.87305913,68.09716748
Responsive,1.284999866,504.3924588,437.6728471,2799.144656,2673.635954,70.82591008,63.02808328
Responsive,1.177472844,506.5816669,355.0960417,2882.357516,2617.610472,73.49419335,78.63415178
Responsive,0.842712589,501.8161084,397.0528996,2625.226456,2608.0917,65.41118532,66.57566339
Responsive,0.536095072,503.0002461,348.4080468,2556.986475,2573.388005,69.78616885,70.77482161
Responsive,1.165794218,440.1833022,373.3670029,2637.278167,2443.671484,70.92667545,68.73433364
Responsive,1.14267776,525.6513879,407.0970317,2850.401516,2374.638069,65.92775342,75.77249844
Responsive,0.651474859,425.1511039,326.692404,2611.220727,2441.288944,70.63143766,65.30412898
Responsive,0.992837993,505.3321516,360.0650801,2762.640803,2530.468618,70.93831687,73.15017282
Responsive,1.386402556,435.050578,274.4394462,2573.610712,2586.132448,65.10699612,69.57435134
Responsive,0.833946563,424.7067775,323.9172207,2794.684956,2493.918124,72.04816074,64.64547825
Responsive,0.884194999,521.8407482,352.4063725,2605.796614,2516.719964,64.93083241,74.54284546
Responsive,0.774788638,447.9204107,402.606219,2807.741709,2503.579438,69.18897088,64.75947315
Responsive,0.010355698,488.9470149,360.5221021,2916.718316,2652.547437,65.89162912,66.44916458
Responsive,0.98208125,398.7444623,308.1937088,2762.084825,2658.773339,77.22074777,62.76500362
Responsive,0.738505451,535.0975571,367.2933534,3024.876197,2450.760367,66.26186351,66.77555451
Responsive,0.124972644,542.6610515,384.607209,2666.975225,2461.801023,69.10073748,70.00207694
Responsive,0.549543116,496.8258587,398.3630155,2462.796187,2334.089284,71.13588188,67.75520466
Responsive,1.347837816,449.0377307,442.1007176,2953.173643,2607.715164,69.43778973,66.38722283
Responsive,0.891609723,461.3493506,362.3001029,2769.189732,2454.73001,71.45930436,70.79537885
Responsive,1.026682,508.5536803,320.8963636,2784.672112,2352.745408,76.94237207,69.30898006
Responsive,0.776643677,460.3603225,369.1235462,2968.280217,2598.135928,65.37539963,67.27308754
Responsive,0.461963088,512.945837,338.4515864,2718.099666,2665.95105,65.69119665,65.07336041
Responsive,0.803590809,484.1532107,375.0884931,2704.138801,2445.939117,69.07875073,68.08339484
Responsive,1.773813412,556.8947362,365.8415036,2800.793636,2741.856051,65.06363278,70.30076489
Responsive,0.642482129,495.6959744,381.2645754,2815.580774,2595.939691,65.14761431,64.69608421
Responsive,0.876035574,532.8734402,386.3911443,2701.934208,2687.291203,67.76021387,63.99703908
Responsive,1.158904967,477.3601573,360.5386572,2775.212949,2708.007964,71.74172046,62.40547525
Responsive,1.774289368,473.2133113,300.3310038,2560.944155,2508.021712,65.16985589,74.38913121
Responsive,1.204253402,500.819609,372.9074933,2719.024198,2649.883489,67.09196942,68.19182306
Responsive,0.99098426,411.0783428,347.439142,2743.440648,2517.242131,64.17781887,65.42196089
Responsive,1.780915076,456.0669032,384.1971087,2710.54599,2699.297392,67.55160271,72.16297724
Responsive,0.847360283,469.6891784,374.4943755,2811.72461,2603.092755,69.44881298,69.22661534
Responsive,0.352010407,507.8244664,396.0168069,2838.652288,2554.389204,67.86757295,65.77155676
Responsive,1.5303077,505.4168525,404.7542481,2876.632895,2503.087446,64.61183396,75.36378841
Responsive,1.42850834,539.8996377,459.4451453,2662.190803,2539.281908,67.41685596,76.01627941
Responsive,1.364831071,507.5800512,336.303767,2788.387158,2606.040478,66.21581803,67.84426622
Responsive,1.407017226,499.6991285,327.7093542,2521.310399,2624.666078,72.26607542,65.39854283
Responsive,0.398296215,507.681588,309.5423786,2654.926584,2540.738413,68.70678173,69.86260483
Responsive,1.426756701,514.6254233,398.1004856,2584.498802,2449.905687,64.34576846,64.15089938
Responsive,0.821996725,475.627777,344.4811062,2700.525163,2525.136213,70.17740098,75.14408535
Responsive,1.289980435,526.4881074,410.5963182,2768.389984,2590.495605,71.72089451,69.53709842
Responsive,1.161971728,428.6464722,360.9657001,2981.444527,2441.157316,69.80353291,69.40103397
Responsive,1.184092101,628.7546288,368.3406633,3014.057623,2452.794543,68.96136591,63.41014387
Responsive,0.817779874,515.1935239,387.6530796,2700.251075,2515.175726,70.61821834,66.84389089
Responsive,1.333182307,554.4272387,435.009574,2757.716325,2534.026898,67.36031674,68.96796233
Responsive,1.462741017,482.1440845,291.3965974,2750.007513,2249.104684,70.61586807,71.90665289
Responsive,0.931223897,506.7765786,240.0494216,2648.627359,2645.127097,71.88228795,75.95361683
Responsive,1.471673669,429.9678803,360.8074358,2852.004395,2448.070896,67.19378073,70.4632299
Responsive,1.196381234,466.6550338,404.2383963,2623.008986,2676.379311,70.72890126,64.2936332
Responsive,1.272882844,548.413121,361.1418147,2575.308143,2578.845327,70.17854214,65.9541694
Responsive,0.177747725,485.2012098,413.1100621,2604.666699,2532.210998,73.10027716,63.90697653
Responsive,0.301471007,555.0466728,445.0537039,2696.4155,2530.503755,69.67315014,68.33418005
Responsive,0.783059157,537.1043646,400.2692128,2776.93909,2551.740504,68.21201672,72.82084372
Responsive,1.201603429,471.0324991,329.9469889,2715.393946,2511.049747,65.59653893,75.722361
Responsive,0.869231227,422.1463506,366.0997983,2582.224787,2643.768581,70.18926611,68.64127119
Responsive,1.616079469,573.3310799,351.2608245,2664.931897,2553.816158,67.34931686,67.56279583
Responsive,1.068941401,416.2765626,405.1748381,2879.419842,2645.598795,71.24253711,66.73629701
Responsive,1.204507881,486.8639528,400.524726,2658.161288,2508.730462,70.44547575,66.14122002
Responsive,1.099899567,510.9690125,368.5643073,2951.893474,2466.358721,66.51170513,71.48033691
Responsive,1.42004862,501.3554861,418.1676613,2662.240076,2412.489109,68.11049635,68.19559964
Responsive,1.196760989,508.9613671,360.8072332,2811.997707,2483.268984,71.10360696,68.71108219
Responsive,0.108769327,465.9659955,399.6098917,2881.73145,2708.020889,70.55734429,71.95157107
Responsive,0.785888619,407.6113968,301.5106948,2820.033595,2773.890567,69.73631054,65.29591898
Responsive,0.506703328,351.8866058,305.1077161,2841.556867,2413.716892,73.4975846,67.73024336
Responsive,1.355307438,433.494626,361.7808433,2883.702909,2549.039671,69.37666718,70.99259307
Responsive,0.399113243,482.6339847,343.2676324,2615.452343,2652.408584,65.24722714,70.21772789
Responsive,0.186589247,550.9991988,393.6715976,2849.444787,2539.630498,69.95463955,65.24192693
Responsive,1.542488983,511.1146657,345.2797133,2927.399902,2534.369215,70.69673589,70.36977946
Responsive,0.78031919,437.7672561,400.8054817,2601.490986,2442.444623,72.48149663,66.34251061
Responsive,0.777465759,482.2001682,300.4742534,2642.675561,2630.338854,72.89507234,69.3832795
Responsive,0.879432835,398.1883961,345.8493934,2678.213615,2724.820364,70.66315797,72.95639466
Responsive,1.130454159,444.183482,438.2124723,2830.026425,2473.751717,68.57891485,70.01840693
Responsive,1.52251194,536.2636149,391.2643221,2625.683757,2549.054823,69.10698163,64.97832069
Responsive,0.593871864,486.3704197,333.6605471,2669.566551,2487.361791,70.03846046,72.99842341
Responsive,0.454376954,561.1394245,355.3738303,2479.093918,2406.864437,70.96799064,71.46969967
Responsive,0.282689739,505.2239535,377.5730272,2720.11664,2516.742802,70.63880412,67.76800209
Responsive,0.724391295,549.032455,308.7788652,2798.005034,2576.05194,70.84085895,70.9431556
Responsive,1.198537771,470.2123632,366.5466104,2559.192718,2546.8126,75.41161178,70.84725397
Responsive,1.253705861,514.8648479,372.090714,2600.691046,2378.438888,65.5861866,62.82269693
Responsive,1.108608558,489.3056816,304.0978097,2542.145356,2611.654031,70.86061757,71.84469389
